Dataset,Features,Model,BalAcc,Sens,Spec,f1,AUC,Acc,Prec,Classifier,Hyperparams
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.52,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.5, 'hidden_layer_sizes': (23, 46, 46, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'sgd'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.45,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.5, 'hidden_layer_sizes': (23, 46, 46, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.45,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.5, 'hidden_layer_sizes': (23, 46, 46, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (23, 23, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (23, 23, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (23, 46), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (23, 46), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (23, 46, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (23, 46, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (23, 46, 46, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (23, 46, 46, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.56,0.87,0.0,MLPClassifier,"{'activation': 'relu', 'alpha': 1e-05, 'hidden_layer_sizes': (23, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.56,0.87,0.0,MLPClassifier,"{'activation': 'relu', 'alpha': 1e-05, 'hidden_layer_sizes': (23, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'relu', 'alpha': 1e-05, 'hidden_layer_sizes': (23, 23, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'relu', 'alpha': 1e-05, 'hidden_layer_sizes': (23, 23, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'relu', 'alpha': 1e-05, 'hidden_layer_sizes': (23, 46), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'relu', 'alpha': 1e-05, 'hidden_layer_sizes': (23, 46), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'relu', 'alpha': 1e-05, 'hidden_layer_sizes': (23, 46, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'relu', 'alpha': 1e-05, 'hidden_layer_sizes': (23, 46, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'relu', 'alpha': 1e-05, 'hidden_layer_sizes': (23, 46, 46, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'relu', 'alpha': 1e-05, 'hidden_layer_sizes': (23, 46, 46, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'relu', 'alpha': 0.05, 'hidden_layer_sizes': (23,), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'relu', 'alpha': 0.05, 'hidden_layer_sizes': (23,), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'relu', 'alpha': 0.05, 'hidden_layer_sizes': (23, 46), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'relu', 'alpha': 0.05, 'hidden_layer_sizes': (23, 46), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'relu', 'alpha': 0.05, 'hidden_layer_sizes': (23, 46, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'relu', 'alpha': 0.05, 'hidden_layer_sizes': (23, 46, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'relu', 'alpha': 0.05, 'hidden_layer_sizes': (23, 46, 46, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'relu', 'alpha': 0.05, 'hidden_layer_sizes': (23, 46, 46, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.57,0.87,0.0,MLPClassifier,"{'activation': 'relu', 'alpha': 0.1, 'hidden_layer_sizes': (23, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.57,0.87,0.0,MLPClassifier,"{'activation': 'relu', 'alpha': 0.1, 'hidden_layer_sizes': (23, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.57,0.87,0.0,MLPClassifier,"{'activation': 'relu', 'alpha': 0.1, 'hidden_layer_sizes': (23, 23, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.57,0.87,0.0,MLPClassifier,"{'activation': 'relu', 'alpha': 0.1, 'hidden_layer_sizes': (23, 23, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'relu', 'alpha': 0.1, 'hidden_layer_sizes': (23, 46), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'relu', 'alpha': 0.1, 'hidden_layer_sizes': (23, 46), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'relu', 'alpha': 0.1, 'hidden_layer_sizes': (23, 46, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'relu', 'alpha': 0.1, 'hidden_layer_sizes': (23, 46, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'relu', 'alpha': 0.1, 'hidden_layer_sizes': (23, 46, 46, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'relu', 'alpha': 0.1, 'hidden_layer_sizes': (23, 46, 46, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'relu', 'alpha': 0.3, 'hidden_layer_sizes': (23, 23, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'relu', 'alpha': 0.3, 'hidden_layer_sizes': (23, 23, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'relu', 'alpha': 0.3, 'hidden_layer_sizes': (23, 46), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'relu', 'alpha': 0.3, 'hidden_layer_sizes': (23, 46), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'relu', 'alpha': 0.3, 'hidden_layer_sizes': (23, 46, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'relu', 'alpha': 0.3, 'hidden_layer_sizes': (23, 46, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'relu', 'alpha': 0.3, 'hidden_layer_sizes': (23, 46, 46, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'relu', 'alpha': 0.3, 'hidden_layer_sizes': (23, 46, 46, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'relu', 'alpha': 0.5, 'hidden_layer_sizes': (23, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'relu', 'alpha': 0.5, 'hidden_layer_sizes': (23, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'relu', 'alpha': 0.5, 'hidden_layer_sizes': (23, 23, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'relu', 'alpha': 0.5, 'hidden_layer_sizes': (23, 23, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'relu', 'alpha': 0.5, 'hidden_layer_sizes': (23, 46), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'relu', 'alpha': 0.5, 'hidden_layer_sizes': (23, 46), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'relu', 'alpha': 0.5, 'hidden_layer_sizes': (23, 46, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'relu', 'alpha': 0.5, 'hidden_layer_sizes': (23, 46, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'relu', 'alpha': 0.5, 'hidden_layer_sizes': (23, 46, 46, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'relu', 'alpha': 0.5, 'hidden_layer_sizes': (23, 46, 46, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
